household_id,income_group,annual_income_usd,location_type,hh_weight,annual_miles
30462827.0,upper_middle,62500.0,suburban,58.3819515827445,21000.0
30314787.0,low,20000.0,urban,991.024533933358,24800.0
30119391.0,upper_middle,87500.0,urban,928.765185649867,0.0
30040863.0,low,20000.0,rural,105.704047564546,5000.0
30253620.0,lower_middle,30000.0,rural,123.874175086819,22000.0
30311649.0,high,112500.0,urban,350.031866251388,89333.0
30140444.0,low,20000.0,rural,188.082176312169,14000.0
30513008.0,upper_middle,62500.0,urban,925.802176516254,0.0
30490277.0,high,175000.0,urban,257.175553726922,13000.0
30175449.0,high,225000.0,urban,439.722190370012,0.0
30441644.0,lower_middle,30000.0,urban,1095.89615052558,7443.0
30513377.0,upper_middle,87500.0,urban,431.06528760455,22000.0
30201009.0,low,20000.0,urban,124.359031524895,4000.0
30288751.0,upper_middle,87500.0,urban,778.924912954904,1000.0
30457547.0,lower_middle,30000.0,rural,27.9687081306166,19800.0
30190010.0,low,12500.0,urban,2962.9391387985,339.0
30363041.0,lower_middle,30000.0,urban,126.441505528478,0.0
30346268.0,lower_middle,42500.0,urban,133.966580810062,3000.0
30151625.0,upper_middle,87500.0,urban,140.952833157687,18000.0
30484708.0,upper_middle,87500.0,urban,27.9622980175256,6000.0
30461090.0,high,112500.0,suburban,42.8185617516821,10000.0
30315264.0,,,urban,1954.30963090027,11000.0
30289008.0,upper_middle,62500.0,urban,530.034981484027,7000.0
30462485.0,lower_middle,42500.0,urban,55.6183636738534,8000.0
30060009.0,high,137500.0,urban,726.486399709393,8000.0
30456050.0,,,urban,319.094704139395,8.0
30281079.0,high,225000.0,urban,75.6430413606116,10500.0
30016668.0,upper_middle,62500.0,suburban,534.743444458538,8000.0
30103413.0,lower_middle,42500.0,urban,311.763291965371,12000.0
30130868.0,upper_middle,62500.0,rural,30.9652415669578,17410.0
30021946.0,lower_middle,30000.0,suburban,163.841649037479,5000.0
30291776.0,low,5000.0,suburban,389.490780796389,0.0
30184110.0,upper_middle,87500.0,urban,446.445443498548,13000.0
30439969.0,lower_middle,30000.0,urban,1076.67272286838,8000.0
30171795.0,high,175000.0,urban,50.2529566099502,10000.0
30156860.0,high,175000.0,urban,146.52401985435,15000.0
30286985.0,low,20000.0,urban,481.433406834687,12000.0
30321536.0,lower_middle,42500.0,urban,40.4769735487765,0.0
30431096.0,lower_middle,30000.0,suburban,306.617588393158,10000.0
30415128.0,upper_middle,62500.0,rural,102.047171157065,15000.0
30304394.0,low,12500.0,suburban,298.427696011486,400.0
30379835.0,lower_middle,42500.0,urban,32.6879041882225,0.0
30473091.0,upper_middle,87500.0,urban,168.500867922451,11293.0
30100582.0,lower_middle,42500.0,urban,225.905846761735,16000.0
30481342.0,low,20000.0,urban,236.937944982679,5000.0
30138550.0,low,5000.0,urban,136.9013960632,0.0
30267356.0,upper_middle,62500.0,urban,458.383282362384,2436.0
30220295.0,upper_middle,62500.0,suburban,2967.0487953999,54000.0
30155706.0,high,112500.0,urban,249.240882395328,22364.0
30461056.0,high,175000.0,urban,373.624147516332,32200.0
30506547.0,low,20000.0,urban,1375.5598567982,200100.0
30131149.0,upper_middle,62500.0,suburban,123.443022749706,13571.0
30247414.0,low,12500.0,urban,602.495958088059,7000.0
30346642.0,high,175000.0,urban,1362.36236686218,0.0
30487472.0,upper_middle,87500.0,rural,39.9111733747286,0.0
30167365.0,upper_middle,87500.0,urban,221.358023702286,0.0
30536242.0,lower_middle,42500.0,suburban,27.9581257054025,7600.0
30268254.0,low,12500.0,urban,580.621678687554,3000.0
30000400.0,lower_middle,30000.0,urban,2965.89221736525,12000.0
30003444.0,high,112500.0,rural,71.3969288484557,20000.0
30003703.0,high,175000.0,urban,217.304093762177,35000.0
30006123.0,high,137500.0,rural,277.386526625669,0.0
30011153.0,lower_middle,42500.0,urban,195.807418139581,0.0
30010917.0,high,175000.0,suburban,1670.79757497771,10400.0
30012509.0,,,suburban,129.181515183792,5794.0
30017520.0,high,137500.0,urban,53.7461427751188,15600.0
30020034.0,high,137500.0,rural,102.272875259041,0.0
30026251.0,high,175000.0,urban,401.742572531559,10000.0
30027396.0,upper_middle,87500.0,suburban,401.669842319165,3000.0
30029092.0,low,5000.0,urban,1201.60604676271,2000.0
30029289.0,upper_middle,62500.0,suburban,76.2334371068321,20000.0
30037859.0,upper_middle,87500.0,urban,409.853857477922,19200.0
30042726.0,high,137500.0,suburban,174.830721237667,39000.0
30044457.0,low,12500.0,urban,1066.76951032268,0.0
30051043.0,lower_middle,42500.0,urban,845.205591195853,10000.0
30053081.0,lower_middle,30000.0,suburban,50.4508817831139,10000.0
30054079.0,high,112500.0,rural,52.2535189305272,6500.0
30056243.0,upper_middle,87500.0,urban,359.256145255744,9800.0
30061030.0,lower_middle,42500.0,urban,1110.18141432457,16000.0
30062588.0,upper_middle,87500.0,urban,27.9625898179729,12500.0
30064466.0,upper_middle,62500.0,rural,39.9681888226063,12033.0
30066829.0,lower_middle,42500.0,suburban,154.591959861725,0.0
30076637.0,upper_middle,62500.0,suburban,393.284620838389,24182.0
30081670.0,lower_middle,42500.0,suburban,63.9081375789849,0.0
30083379.0,high,112500.0,suburban,45.7588546846982,5000.0
30083896.0,low,20000.0,urban,834.098760073673,3000.0
30086850.0,low,20000.0,rural,137.824496573529,2150.0
30104853.0,high,175000.0,urban,104.634799915837,12250.0
30113958.0,low,20000.0,suburban,1338.6693453004,0.0
30114270.0,high,112500.0,urban,2967.53767784352,42000.0
30117111.0,low,12500.0,urban,28.0981578702965,0.0
30117824.0,low,12500.0,suburban,148.769542226773,14857.0
30119750.0,low,20000.0,urban,304.758713219578,3000.0
30122170.0,low,20000.0,urban,35.2685519908944,0.0
30124805.0,low,20000.0,suburban,691.186220649826,2667.0
30127789.0,upper_middle,62500.0,urban,2407.59135654177,0.0
30129086.0,upper_middle,62500.0,urban,83.2024712552245,0.0
30129094.0,high,137500.0,urban,709.994020067938,10000.0
30129097.0,upper_middle,87500.0,urban,168.574768573598,470.0
30134001.0,upper_middle,87500.0,suburban,47.5484948459566,19500.0
30135305.0,high,112500.0,urban,813.255026718371,12186.0
30138329.0,lower_middle,30000.0,rural,76.8695722304461,12700.0
30139246.0,low,20000.0,suburban,221.826067956618,0.0
30139013.0,lower_middle,42500.0,suburban,66.4806244923749,1200.0
30142844.0,high,175000.0,rural,159.346184344426,29000.0
30147843.0,upper_middle,87500.0,rural,179.515686870527,35000.0
30154412.0,lower_middle,30000.0,urban,321.260720391528,2000.0
30154565.0,upper_middle,62500.0,rural,28.1379423724151,0.0
30156052.0,lower_middle,42500.0,urban,27.959140233597,0.0
30160230.0,high,112500.0,suburban,61.9786892043662,6000.0
30166550.0,high,112500.0,urban,134.882262852288,19700.0
30168087.0,lower_middle,30000.0,urban,178.435120866515,65.0
30168906.0,upper_middle,62500.0,urban,28.8712502404967,1800.0
30170180.0,upper_middle,87500.0,suburban,279.284365136092,22800.0
30170915.0,upper_middle,62500.0,urban,64.2936064664051,6528.0
30170919.0,,,urban,82.1750800973768,6000.0
30172470.0,upper_middle,62500.0,rural,49.5636084008138,22000.0
30179044.0,high,112500.0,suburban,84.0379662731639,0.0
30182836.0,lower_middle,42500.0,urban,1872.84908630826,10.0
30182432.0,low,5000.0,urban,2965.72328490795,0.0
30184813.0,lower_middle,42500.0,rural,27.9654073859159,20000.0
30186945.0,upper_middle,62500.0,urban,1113.72465956587,23000.0
30191746.0,upper_middle,62500.0,urban,2958.55573608869,0.0
30202547.0,high,175000.0,urban,222.414071056982,20156.0
30210529.0,upper_middle,87500.0,urban,245.770495061982,68018.0
30213026.0,upper_middle,62500.0,urban,85.8413150053768,10000.0
30215045.0,upper_middle,87500.0,urban,666.32403248582,0.0
30214773.0,lower_middle,42500.0,urban,457.575348713254,12000.0
30216949.0,low,5000.0,rural,57.8736626216852,0.0
30218026.0,upper_middle,62500.0,urban,759.581200163988,4985.0
30220216.0,high,112500.0,urban,137.856522714543,25000.0
30222310.0,high,137500.0,urban,525.305615919216,8000.0
30226416.0,high,112500.0,urban,2963.69983705824,59200.0
30226657.0,upper_middle,62500.0,suburban,186.5829434109,9500.0
30228247.0,high,225000.0,suburban,84.4000502993651,4800.0
30228590.0,high,137500.0,urban,705.238787137136,10000.0
30228833.0,upper_middle,62500.0,urban,74.9176696512896,0.0
30230024.0,high,175000.0,rural,38.4174876949309,25821.0
30232999.0,high,225000.0,urban,462.808567849467,30909.0
30236060.0,high,112500.0,urban,88.0228858652293,44500.0
30236073.0,high,175000.0,urban,219.448987862137,0.0
30240336.0,high,112500.0,urban,27.9554665414899,4000.0
30240567.0,upper_middle,62500.0,urban,746.975217675512,13200.0
30244421.0,,,suburban,27.9645184487234,8100.0
30248112.0,high,137500.0,urban,28.4504510874741,17000.0
30248363.0,high,112500.0,urban,1222.74142799588,3840.0
30256225.0,lower_middle,30000.0,rural,34.5421210485811,0.0
30258794.0,low,20000.0,urban,572.553932936054,5000.0
30261054.0,upper_middle,62500.0,suburban,462.392646083598,5522.0
30267260.0,upper_middle,62500.0,urban,452.546581107173,35250.0
30267951.0,high,175000.0,suburban,1449.39366526236,33579.0
30268825.0,upper_middle,62500.0,urban,1028.40189926922,1100.0
30271144.0,high,112500.0,urban,777.618522207356,21000.0
30277269.0,high,137500.0,suburban,775.239162783144,19000.0
30279303.0,lower_middle,30000.0,rural,36.9699740264998,8000.0
30281173.0,high,137500.0,urban,274.869206901628,19000.0
30281706.0,high,112500.0,urban,195.584155060396,35100.0
30283616.0,lower_middle,42500.0,urban,461.063134283538,5000.0
30287483.0,high,175000.0,rural,89.9335533761682,38000.0
30290498.0,upper_middle,62500.0,urban,468.792755297964,0.0
30293074.0,high,175000.0,suburban,83.8796443045679,34000.0
30294609.0,high,137500.0,urban,274.356452113493,20600.0
30295308.0,lower_middle,42500.0,urban,399.074850649633,12000.0
30296982.0,upper_middle,62500.0,urban,27.9687081306166,0.0
30304137.0,upper_middle,87500.0,suburban,148.402992956993,7500.0
30304604.0,lower_middle,42500.0,rural,177.89479634218,0.0
30308513.0,lower_middle,42500.0,urban,82.5877505028034,0.0
30312625.0,upper_middle,62500.0,suburban,209.099056061784,15000.0
30322192.0,upper_middle,87500.0,urban,63.0404497434432,15000.0
30322113.0,high,112500.0,rural,271.336648798737,31000.0
30322466.0,upper_middle,62500.0,suburban,66.8966445850312,9000.0
30326603.0,upper_middle,62500.0,rural,164.505512962676,24000.0
30330764.0,low,20000.0,rural,768.247783493388,0.0
30332443.0,lower_middle,30000.0,suburban,131.284870388302,1600.0
30335227.0,high,175000.0,rural,81.3334897245909,22000.0
30335789.0,upper_middle,62500.0,suburban,58.1372839332195,10000.0
30336458.0,upper_middle,87500.0,urban,127.036120175559,22000.0
30338819.0,,,urban,57.6056913422595,20000.0
30344337.0,,,suburban,590.492922071548,8000.0
30345392.0,upper_middle,87500.0,suburban,177.75161370392,18000.0
30347978.0,upper_middle,62500.0,urban,81.1583862255631,8000.0
30347753.0,low,20000.0,urban,427.289254386455,11000.0
30354488.0,upper_middle,62500.0,suburban,338.108336492694,45000.0
30357963.0,upper_middle,62500.0,suburban,124.271413974057,5500.0
30360557.0,upper_middle,87500.0,urban,1595.15695011205,9000.0
30363473.0,high,175000.0,suburban,124.998566522561,31300.0
30366436.0,lower_middle,42500.0,suburban,227.209530600906,0.0
30369695.0,high,137500.0,urban,615.710218378778,23000.0
30372030.0,upper_middle,62500.0,urban,402.10781248839,7600.0
30375997.0,high,175000.0,suburban,85.1933106770105,41000.0
30377833.0,upper_middle,87500.0,rural,43.2988557774813,10750.0
30378327.0,,,urban,742.544136608207,0.0
30385296.0,high,175000.0,urban,354.716780244868,3014.0
30385510.0,upper_middle,87500.0,suburban,409.189232127627,15000.0
30386749.0,high,175000.0,suburban,1466.25951435782,26164.0
30386692.0,high,137500.0,suburban,115.18160798997,22000.0
30388679.0,high,225000.0,urban,301.453159559802,15000.0
30395483.0,high,175000.0,urban,726.50720477044,6000.0
30396983.0,lower_middle,30000.0,urban,377.377540054161,2500.0
30398957.0,lower_middle,30000.0,urban,849.317816883016,132400.0
30401073.0,lower_middle,30000.0,suburban,82.3139159919991,22000.0
30412378.0,low,20000.0,urban,822.60180743177,4000.0
30413085.0,lower_middle,42500.0,urban,420.327736979526,5760.0
30415298.0,lower_middle,42500.0,urban,282.049512105055,5000.0
30418640.0,upper_middle,87500.0,suburban,128.902192485654,15500.0
30419530.0,lower_middle,30000.0,urban,567.678090001865,3000.0
30424934.0,upper_middle,62500.0,rural,68.5453884465797,132490.0
30427347.0,upper_middle,62500.0,urban,431.433865110669,43500.0
30436190.0,lower_middle,42500.0,urban,117.455988728026,0.0
30436298.0,high,137500.0,urban,697.644835496659,6000.0
30439843.0,high,112500.0,rural,221.359097555278,20000.0
30445880.0,low,20000.0,suburban,2968.14545488028,0.0
30453154.0,lower_middle,30000.0,rural,147.183799443522,15000.0
30461041.0,upper_middle,62500.0,urban,27.9593259336042,11500.0
30461173.0,lower_middle,30000.0,urban,33.3206206696787,12000.0
30461603.0,lower_middle,30000.0,rural,27.9645419941605,0.0
30463447.0,lower_middle,30000.0,suburban,233.962499840219,42000.0
30464589.0,high,137500.0,urban,777.773165906271,0.0
30465655.0,upper_middle,87500.0,urban,174.198168390265,5500.0
30469095.0,low,20000.0,rural,56.2733843762289,28000.0
30473396.0,high,225000.0,urban,511.977729255003,12000.0
30473886.0,high,112500.0,rural,349.265860218598,13610.0
30476088.0,upper_middle,87500.0,suburban,155.083121848604,20000.0
30476363.0,high,112500.0,urban,263.985822052168,7800.0
30482299.0,lower_middle,30000.0,rural,56.4505282398313,0.0
30484901.0,upper_middle,87500.0,urban,301.435845140801,1350.0
30487179.0,upper_middle,87500.0,rural,313.733605199981,5000.0
30500896.0,upper_middle,62500.0,urban,159.803143759396,0.0
30502628.0,low,5000.0,urban,236.648439888776,0.0
30502883.0,high,175000.0,urban,1481.10656438191,16200.0
30502964.0,upper_middle,62500.0,urban,665.04885732361,19000.0
30504883.0,low,20000.0,urban,457.048096810919,0.0
30504753.0,upper_middle,62500.0,urban,144.971819356413,21000.0
30508206.0,lower_middle,30000.0,urban,792.839338332934,5000.0
30511452.0,low,12500.0,suburban,145.557944775675,200.0
30512267.0,lower_middle,30000.0,rural,27.9645006708386,19035.0
30515596.0,lower_middle,30000.0,rural,55.0189777053906,10000.0
30516217.0,upper_middle,87500.0,urban,808.727489852317,0.0
30516948.0,upper_middle,62500.0,urban,35.6524498192874,13000.0
30518642.0,upper_middle,87500.0,rural,42.2402863195704,20000.0
30518566.0,high,225000.0,urban,357.278448626889,6000.0
30520980.0,upper_middle,62500.0,rural,71.0756422103758,6000.0
30525666.0,lower_middle,30000.0,urban,174.700948032569,9000.0
30537483.0,lower_middle,42500.0,urban,150.156803126548,0.0
30538921.0,high,225000.0,urban,225.36520930802,12000.0
30541485.0,lower_middle,30000.0,rural,125.669496624893,0.0
30541853.0,high,225000.0,urban,589.475208538853,22000.0
30548515.0,high,112500.0,urban,421.890891470611,6000.0
30549050.0,high,112500.0,urban,61.0500189597964,16500.0
30549139.0,upper_middle,87500.0,suburban,27.9539300237429,10000.0
30550766.0,lower_middle,30000.0,rural,37.4215289779123,43000.0
30555884.0,lower_middle,30000.0,urban,1604.22440760844,24897.0
40004141.0,upper_middle,62500.0,urban,63.3667059813612,8252.0
40016631.0,lower_middle,42500.0,urban,349.727524358525,4000.0
40026960.0,lower_middle,42500.0,suburban,580.034525345231,8000.0
40078885.0,lower_middle,30000.0,urban,618.702513513775,5000.0
40091172.0,upper_middle,87500.0,urban,212.67388868069,19091.0
40111309.0,high,225000.0,urban,1453.37595742843,10800.0
40108955.0,upper_middle,87500.0,urban,260.355980614589,9000.0
40112849.0,lower_middle,42500.0,urban,834.885681036794,0.0
40136839.0,lower_middle,42500.0,urban,203.964196022432,28000.0
40156154.0,low,20000.0,urban,190.496119361824,12000.0
40193110.0,lower_middle,30000.0,urban,102.383519285998,4000.0
40200744.0,high,137500.0,rural,122.544012862996,18455.0
40206355.0,lower_middle,42500.0,suburban,715.910731304994,5000.0
40235257.0,high,175000.0,urban,386.559054167889,5900.0
40249190.0,high,175000.0,urban,352.965221007261,10000.0
40253106.0,high,225000.0,urban,295.893240043354,3000.0
40283950.0,upper_middle,62500.0,urban,1088.14908289993,0.0
40306489.0,upper_middle,87500.0,rural,877.509562091419,0.0
40314154.0,high,112500.0,urban,161.438962114445,14000.0
40320936.0,low,20000.0,urban,893.929930013116,2000.0
40322660.0,high,112500.0,suburban,37.1769262342697,11000.0
40367282.0,lower_middle,42500.0,urban,158.934569233491,0.0
40389598.0,upper_middle,62500.0,urban,28.1789964638086,13200.0
40401215.0,high,137500.0,urban,267.207877433066,6125.0
40406414.0,lower_middle,42500.0,urban,27.9633217213741,0.0
40430130.0,high,137500.0,urban,1667.33334158832,9000.0
40501132.0,high,112500.0,urban,240.835537026704,15190.0
40541626.0,low,12500.0,suburban,304.427097631512,4000.0
40555857.0,high,175000.0,urban,204.174144951287,24000.0
40562070.0,,,suburban,53.3123640112073,0.0
40569729.0,high,175000.0,rural,262.904926456223,77000.0
40580583.0,upper_middle,62500.0,suburban,42.91237834822,8000.0
40625204.0,,,urban,246.789568609689,0.0
40652518.0,low,12500.0,urban,515.719625672894,0.0
40651366.0,low,20000.0,urban,235.939890846459,4000.0
40652527.0,high,137500.0,urban,1297.045527499,0.0
40654820.0,high,137500.0,urban,227.574469191419,26000.0
40662829.0,upper_middle,87500.0,rural,113.903205881217,18000.0
40663166.0,low,12500.0,suburban,33.5388048381057,575.0
40672499.0,high,137500.0,urban,145.093136598362,35000.0
40735549.0,high,112500.0,suburban,27.9675058783627,18000.0
40759687.0,high,112500.0,suburban,322.459815973178,0.0
40766510.0,upper_middle,62500.0,urban,777.470086302667,20000.0
40773129.0,high,137500.0,urban,130.938163374894,19000.0
40783160.0,high,112500.0,urban,73.6413216963837,12600.0
40087986.0,upper_middle,62500.0,urban,241.626094959119,0.0
40494709.0,low,20000.0,urban,2190.81781520803,10000.0
40113807.0,high,175000.0,urban,241.570262142942,12000.0
40535043.0,high,175000.0,urban,2137.2146750678,10000.0
40318943.0,upper_middle,87500.0,urban,103.391491475906,1200.0
40627693.0,upper_middle,87500.0,urban,473.795407682969,8000.0
40252751.0,high,225000.0,urban,1135.92049267895,22500.0
40033989.0,upper_middle,62500.0,urban,238.437003440349,13000.0
40433674.0,upper_middle,62500.0,suburban,143.243897760007,23000.0
40277153.0,lower_middle,30000.0,urban,1425.70488523684,0.0
40469300.0,lower_middle,42500.0,suburban,71.1845839964223,0.0
40170980.0,upper_middle,87500.0,urban,73.541640994896,23108.0
40300562.0,lower_middle,42500.0,suburban,96.4824345959253,1200.0
40560008.0,high,112500.0,rural,209.239233044862,37500.0
40146727.0,high,112500.0,suburban,142.22496756944,49500.0
40680075.0,high,225000.0,urban,27.9610100773421,18000.0
40532814.0,upper_middle,87500.0,urban,1013.20395922012,7001.0
40260316.0,high,137500.0,urban,1609.5372598207,9600.0
40501707.0,low,12500.0,suburban,137.171510574256,800.0
40316870.0,low,20000.0,urban,28.2616378347223,20000.0
40058375.0,upper_middle,87500.0,suburban,132.983504250803,0.0
40615943.0,high,137500.0,urban,674.749532068876,0.0
40157976.0,high,137500.0,urban,264.486683831458,10000.0
40450364.0,high,225000.0,urban,777.71572412222,24000.0
40368442.0,,,urban,122.28319196403,1530.0
40696196.0,high,175000.0,suburban,1042.78206614545,11400.0
40449006.0,upper_middle,62500.0,urban,196.330907893814,6000.0
40758359.0,low,12500.0,rural,91.3731184948709,4200.0
40176665.0,high,175000.0,urban,1569.68047074044,0.0
40074710.0,high,225000.0,urban,164.140901495968,22000.0
40216036.0,lower_middle,42500.0,suburban,27.9674711677431,17871.0
40301176.0,lower_middle,30000.0,suburban,303.634385314461,25000.0
40589047.0,high,175000.0,urban,188.562829531174,18000.0
40350938.0,high,225000.0,urban,548.806673876737,7000.0
40308883.0,upper_middle,87500.0,urban,626.084200593472,0.0
40440907.0,lower_middle,42500.0,rural,125.728082036204,0.0
40497903.0,upper_middle,62500.0,urban,766.111616497011,0.0
40743532.0,high,175000.0,suburban,38.9075726535356,29100.0
40589305.0,high,112500.0,suburban,46.0667106007673,5000.0
40658376.0,high,175000.0,urban,195.712842831101,13000.0
40037361.0,high,175000.0,urban,184.406153830777,0.0
40143055.0,high,137500.0,urban,2266.15144993799,21000.0
40299691.0,low,5000.0,suburban,176.38111038236,0.0
40393606.0,low,20000.0,suburban,246.509769292587,15000.0
40478638.0,lower_middle,30000.0,urban,1731.74901576279,0.0
40008122.0,low,12500.0,urban,921.552050878461,4000.0
40368783.0,lower_middle,42500.0,urban,1498.84803027872,0.0
40022071.0,lower_middle,30000.0,urban,503.069995359851,10000.0
40493415.0,high,137500.0,urban,2840.18379625253,22050.0
40390831.0,upper_middle,87500.0,suburban,1465.80316563995,20000.0
40446523.0,high,225000.0,urban,91.0631568312634,20000.0
40766451.0,high,175000.0,urban,296.848056919033,13000.0
40476748.0,low,12500.0,rural,196.682986077959,5091.0
40573557.0,lower_middle,30000.0,urban,1776.53592930205,40000.0
40585461.0,low,12500.0,suburban,674.403913651042,700.0
40021757.0,high,175000.0,urban,176.724416530835,20000.0
40631072.0,high,225000.0,urban,439.974196397897,26000.0
40024447.0,upper_middle,87500.0,suburban,218.755372235355,62500.0
40398677.0,lower_middle,42500.0,urban,382.0362889424,10000.0
40645263.0,upper_middle,87500.0,suburban,307.263397403303,17000.0
40166248.0,upper_middle,87500.0,urban,1329.86347515289,5400.0
40288770.0,low,5000.0,urban,901.69998445972,12000.0
40250805.0,upper_middle,87500.0,rural,115.94670720025,3880.0
40120729.0,lower_middle,30000.0,urban,113.57853182395,4000.0
40305988.0,upper_middle,62500.0,suburban,1442.20013839721,7000.0
40286910.0,lower_middle,30000.0,rural,27.960159998294,10000.0
40300165.0,upper_middle,62500.0,suburban,1039.52431908326,15750.0
